;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 9/6/2012 1:27:49 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_Math.c,170 :: 		
0x0035	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,171 :: 		
0x0036	0x0CFB      	RRF        R11, 1
;__Lib_Math.c,172 :: 		
0x0037	0x0CFA      	RRF        R10, 1
;__Lib_Math.c,173 :: 		
0x0038	0x0CF9      	RRF        R9, 1
;__Lib_Math.c,174 :: 		
0x0039	0x0CF8      	RRF        R8, 1
;__Lib_Math.c,175 :: 		
0x003A	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,176 :: 		
0x003B	0x2821      	GOTO       $-26
;__Lib_Math.c,177 :: 		
0x003C	0x087B      	MOVF       R11, 0
;__Lib_Math.c,178 :: 		
0x003D	0x00F3      	MOVWF      R3
;__Lib_Math.c,179 :: 		
0x003E	0x087A      	MOVF       R10, 0
;__Lib_Math.c,180 :: 		
0x003F	0x00F2      	MOVWF      R2
;__Lib_Math.c,181 :: 		
0x0040	0x0879      	MOVF       R9, 0
;__Lib_Math.c,182 :: 		
0x0041	0x00F1      	MOVWF      R1
;__Lib_Math.c,183 :: 		
0x0042	0x0878      	MOVF       R8, 0
;__Lib_Math.c,184 :: 		
0x0043	0x00F0      	MOVWF      R0
;__Lib_Math.c,187 :: 		
0x0044	0x0008      	RETURN
; end of _Mul_16x16_U
_PWM2_Set_Duty:
;__Lib_PWM_c21.c,8 :: 		
;__Lib_PWM_c21.c,12 :: 		
0x0045	0x1683      	BSF        STATUS, 5
0x0046	0x1303      	BCF        STATUS, 6
0x0047	0x0812      	MOVF       PR2, 0
0x0048	0x3E01      	ADDLW      1
0x0049	0x00F0      	MOVWF      R0
0x004A	0x01F1      	CLRF       R0+1
0x004B	0x1803      	BTFSC      STATUS, 0
0x004C	0x0AF1      	INCF       R0+1, 1
0x004D	0x1283      	BCF        STATUS, 5
0x004E	0x0836      	MOVF       FARG_PWM2_Set_Duty_new_duty, 0
0x004F	0x00F4      	MOVWF      R4
0x0050	0x01F5      	CLRF       R4+1
0x0051	0x201A      	CALL       _Mul_16x16_U
0x0052	0x3006      	MOVLW      6
0x0053	0x00F2      	MOVWF      R2
0x0054	0x0870      	MOVF       R0, 0
0x0055	0x00F4      	MOVWF      R4
0x0056	0x0871      	MOVF       R0+1, 0
0x0057	0x00F5      	MOVWF      R4+1
0x0058	0x0872      	MOVF       R2, 0
L__PWM2_Set_Duty0:
0x0059	0x1903      	BTFSC      STATUS, 2
0x005A	0x2860      	GOTO       L__PWM2_Set_Duty1
0x005B	0x0CF5      	RRF        R4+1, 1
0x005C	0x0CF4      	RRF        R4, 1
0x005D	0x13F5      	BCF        R4+1, 7
0x005E	0x3EFF      	ADDLW      255
0x005F	0x2859      	GOTO       L__PWM2_Set_Duty0
L__PWM2_Set_Duty1:
;__Lib_PWM_c21.c,13 :: 		
0x0060	0x3004      	MOVLW      4
0x0061	0x00F1      	MOVWF      R1
0x0062	0x0874      	MOVF       R4, 0
0x0063	0x00F0      	MOVWF      R0
0x0064	0x0871      	MOVF       R1, 0
L__PWM2_Set_Duty2:
0x0065	0x1903      	BTFSC      STATUS, 2
0x0066	0x286B      	GOTO       L__PWM2_Set_Duty3
0x0067	0x0DF0      	RLF        R0, 1
0x0068	0x1070      	BCF        R0, 0
0x0069	0x3EFF      	ADDLW      255
0x006A	0x2865      	GOTO       L__PWM2_Set_Duty2
L__PWM2_Set_Duty3:
0x006B	0x1283      	BCF        STATUS, 5
0x006C	0x1303      	BCF        STATUS, 6
0x006D	0x3030      	MOVLW      48
0x006E	0x0570      	ANDWF      R0, 0
0x006F	0x00F3      	MOVWF      R3
;__Lib_PWM_c21.c,14 :: 		
0x0070	0x0874      	MOVF       R4, 0
0x0071	0x00F0      	MOVWF      R0
0x0072	0x0875      	MOVF       R4+1, 0
0x0073	0x00F1      	MOVWF      R0+1
0x0074	0x0CF1      	RRF        R0+1, 1
0x0075	0x0CF0      	RRF        R0, 1
0x0076	0x13F1      	BCF        R0+1, 7
0x0077	0x0CF1      	RRF        R0+1, 1
0x0078	0x0CF0      	RRF        R0, 1
0x0079	0x13F1      	BCF        R0+1, 7
0x007A	0x0870      	MOVF       R0, 0
0x007B	0x009B      	MOVWF      CCPR2L
;__Lib_PWM_c21.c,15 :: 		
0x007C	0x300F      	MOVLW      15
0x007D	0x059D      	ANDWF      CCP2CON, 1
;__Lib_PWM_c21.c,16 :: 		
0x007E	0x0873      	MOVF       R3, 0
0x007F	0x049D      	IORWF      CCP2CON, 1
;__Lib_PWM_c21.c,17 :: 		
0x0080	0x0008      	RETURN
; end of _PWM2_Set_Duty
_PWM1_Set_Duty:
;__Lib_PWM_c21.c,40 :: 		
;__Lib_PWM_c21.c,44 :: 		
0x0081	0x1683      	BSF        STATUS, 5
0x0082	0x1303      	BCF        STATUS, 6
0x0083	0x0812      	MOVF       PR2, 0
0x0084	0x3E01      	ADDLW      1
0x0085	0x00F0      	MOVWF      R0
0x0086	0x01F1      	CLRF       R0+1
0x0087	0x1803      	BTFSC      STATUS, 0
0x0088	0x0AF1      	INCF       R0+1, 1
0x0089	0x1283      	BCF        STATUS, 5
0x008A	0x0836      	MOVF       FARG_PWM1_Set_Duty_new_duty, 0
0x008B	0x00F4      	MOVWF      R4
0x008C	0x01F5      	CLRF       R4+1
0x008D	0x201A      	CALL       _Mul_16x16_U
0x008E	0x3006      	MOVLW      6
0x008F	0x00F2      	MOVWF      R2
0x0090	0x0870      	MOVF       R0, 0
0x0091	0x00F4      	MOVWF      R4
0x0092	0x0871      	MOVF       R0+1, 0
0x0093	0x00F5      	MOVWF      R4+1
0x0094	0x0872      	MOVF       R2, 0
L__PWM1_Set_Duty4:
0x0095	0x1903      	BTFSC      STATUS, 2
0x0096	0x289C      	GOTO       L__PWM1_Set_Duty5
0x0097	0x0CF5      	RRF        R4+1, 1
0x0098	0x0CF4      	RRF        R4, 1
0x0099	0x13F5      	BCF        R4+1, 7
0x009A	0x3EFF      	ADDLW      255
0x009B	0x2895      	GOTO       L__PWM1_Set_Duty4
L__PWM1_Set_Duty5:
;__Lib_PWM_c21.c,45 :: 		
0x009C	0x3004      	MOVLW      4
0x009D	0x00F1      	MOVWF      R1
0x009E	0x0874      	MOVF       R4, 0
0x009F	0x00F0      	MOVWF      R0
0x00A0	0x0871      	MOVF       R1, 0
L__PWM1_Set_Duty6:
0x00A1	0x1903      	BTFSC      STATUS, 2
0x00A2	0x28A7      	GOTO       L__PWM1_Set_Duty7
0x00A3	0x0DF0      	RLF        R0, 1
0x00A4	0x1070      	BCF        R0, 0
0x00A5	0x3EFF      	ADDLW      255
0x00A6	0x28A1      	GOTO       L__PWM1_Set_Duty6
L__PWM1_Set_Duty7:
0x00A7	0x1283      	BCF        STATUS, 5
0x00A8	0x1303      	BCF        STATUS, 6
0x00A9	0x3030      	MOVLW      48
0x00AA	0x0570      	ANDWF      R0, 0
0x00AB	0x00F3      	MOVWF      R3
;__Lib_PWM_c21.c,46 :: 		
0x00AC	0x0874      	MOVF       R4, 0
0x00AD	0x00F0      	MOVWF      R0
0x00AE	0x0875      	MOVF       R4+1, 0
0x00AF	0x00F1      	MOVWF      R0+1
0x00B0	0x0CF1      	RRF        R0+1, 1
0x00B1	0x0CF0      	RRF        R0, 1
0x00B2	0x13F1      	BCF        R0+1, 7
0x00B3	0x0CF1      	RRF        R0+1, 1
0x00B4	0x0CF0      	RRF        R0, 1
0x00B5	0x13F1      	BCF        R0+1, 7
0x00B6	0x0870      	MOVF       R0, 0
0x00B7	0x0095      	MOVWF      CCPR1L
;__Lib_PWM_c21.c,47 :: 		
0x00B8	0x300F      	MOVLW      15
0x00B9	0x0597      	ANDWF      CCP1CON, 1
;__Lib_PWM_c21.c,48 :: 		
0x00BA	0x0873      	MOVF       R3, 0
0x00BB	0x0497      	IORWF      CCP1CON, 1
;__Lib_PWM_c21.c,49 :: 		
0x00BC	0x0008      	RETURN
; end of _PWM1_Set_Duty
_leftT:
;code_added.c,124 :: 		leftT(){
;code_added.c,125 :: 		PORTC.F3=1;    //left motor backward
0x00BD	0x1283      	BCF        STATUS, 5
0x00BE	0x1303      	BCF        STATUS, 6
0x00BF	0x1587      	BSF        PORTC, 3
;code_added.c,126 :: 		PORTC.F6=1;
0x00C0	0x1707      	BSF        PORTC, 6
;code_added.c,127 :: 		PORTC.F4=1;    //Right motor forward
0x00C1	0x1607      	BSF        PORTC, 4
;code_added.c,128 :: 		PORTC.F5=0;
0x00C2	0x1287      	BCF        PORTC, 5
;code_added.c,129 :: 		PWM1_Set_Duty(180);
0x00C3	0x30B4      	MOVLW      180
0x00C4	0x00B6      	MOVWF      FARG_PWM1_Set_Duty_new_duty
0x00C5	0x2081      	CALL       _PWM1_Set_Duty
;code_added.c,130 :: 		PWM2_Set_Duty(180);
0x00C6	0x30B4      	MOVLW      180
0x00C7	0x00B6      	MOVWF      FARG_PWM2_Set_Duty_new_duty
0x00C8	0x2045      	CALL       _PWM2_Set_Duty
;code_added.c,132 :: 		}
0x00C9	0x0008      	RETURN
; end of _leftT
_rightT:
;code_added.c,142 :: 		rightT(){
;code_added.c,144 :: 		PORTC.F3=1;    //left motor forward
0x00CA	0x1283      	BCF        STATUS, 5
0x00CB	0x1303      	BCF        STATUS, 6
0x00CC	0x1587      	BSF        PORTC, 3
;code_added.c,145 :: 		PORTC.F6=1;
0x00CD	0x1707      	BSF        PORTC, 6
;code_added.c,146 :: 		PORTC.F4=0;    //Right motor stopped
0x00CE	0x1207      	BCF        PORTC, 4
;code_added.c,147 :: 		PORTC.F5=1;
0x00CF	0x1687      	BSF        PORTC, 5
;code_added.c,148 :: 		PWM1_Set_Duty(180);
0x00D0	0x30B4      	MOVLW      180
0x00D1	0x00B6      	MOVWF      FARG_PWM1_Set_Duty_new_duty
0x00D2	0x2081      	CALL       _PWM1_Set_Duty
;code_added.c,149 :: 		PWM2_Set_Duty(180);
0x00D3	0x30B4      	MOVLW      180
0x00D4	0x00B6      	MOVWF      FARG_PWM2_Set_Duty_new_duty
0x00D5	0x2045      	CALL       _PWM2_Set_Duty
;code_added.c,151 :: 		}
0x00D6	0x0008      	RETURN
; end of _rightT
_Delay_1us:
;__Lib_Delays.c,7 :: 		void Delay_1us() {
;__Lib_Delays.c,8 :: 		Delay_us(1);
0x00D7	0x0000      	NOP
0x00D8	0x0000      	NOP
0x00D9	0x0000      	NOP
0x00DA	0x0000      	NOP
0x00DB	0x0000      	NOP
;__Lib_Delays.c,9 :: 		}
0x00DC	0x0008      	RETURN
; end of _Delay_1us
_moveF:
;code_added.c,64 :: 		void moveF(){
;code_added.c,65 :: 		PORTC.F3=1;
0x00DD	0x1283      	BCF        STATUS, 5
0x00DE	0x1303      	BCF        STATUS, 6
0x00DF	0x1587      	BSF        PORTC, 3
;code_added.c,66 :: 		PORTC.F4=0;
0x00E0	0x1207      	BCF        PORTC, 4
;code_added.c,67 :: 		PORTC.F5=0;
0x00E1	0x1287      	BCF        PORTC, 5
;code_added.c,68 :: 		PORTC.F6=1;
0x00E2	0x1707      	BSF        PORTC, 6
;code_added.c,69 :: 		rotationMode=3;
0x00E3	0x3003      	MOVLW      3
0x00E4	0x00A5      	MOVWF      _rotationMode
0x00E5	0x3000      	MOVLW      0
0x00E6	0x00A6      	MOVWF      _rotationMode+1
;code_added.c,70 :: 		}
0x00E7	0x0008      	RETURN
; end of _moveF
_____DoICP:
;__Lib_System.c,6 :: 		
;__Lib_System.c,9 :: 		
0x00E8	0x1283      	BCF        STATUS, 5
0x00E9	0x1303      	BCF        STATUS, 6
0x00EA	0x082F      	MOVF       ___DoICPAddr+1, 0
0x00EB	0x008A      	MOVWF      PCLATH
;__Lib_System.c,10 :: 		
0x00EC	0x082E      	MOVF       ___DoICPAddr, 0
0x00ED	0x0082      	MOVWF      PCL
;__Lib_System.c,12 :: 		
0x00EE	0x0008      	RETURN
; end of _____DoICP
_Delay_50us:
;__Lib_Delays.c,19 :: 		void Delay_50us() {
;__Lib_Delays.c,20 :: 		Delay_us(50);
0x00EF	0x3053      	MOVLW      83
0x00F0	0x1283      	BCF        STATUS, 5
0x00F1	0x1303      	BCF        STATUS, 6
0x00F2	0x00FD      	MOVWF      R13
L_Delay_50us2:
0x00F3	0x0BFD      	DECFSZ     R13, 1
0x00F4	0x28F3      	GOTO       L_Delay_50us2
;__Lib_Delays.c,21 :: 		}
0x00F5	0x0008      	RETURN
; end of _Delay_50us
_initEncoder:
;code_added.c,507 :: 		void initEncoder(){
;code_added.c,508 :: 		TMR1_value=0;
0x00F6	0x1283      	BCF        STATUS, 5
0x00F7	0x1303      	BCF        STATUS, 6
0x00F8	0x01A3      	CLRF       _TMR1_value
0x00F9	0x01A4      	CLRF       _TMR1_value+1
;code_added.c,509 :: 		TMR0_value=0;
0x00FA	0x01A1      	CLRF       _TMR0_value
0x00FB	0x01A2      	CLRF       _TMR0_value+1
;code_added.c,510 :: 		}
0x00FC	0x0008      	RETURN
; end of _initEncoder
_Delay_5500us:
;__Lib_Delays.c,31 :: 		void Delay_5500us() {
;__Lib_Delays.c,32 :: 		Delay_us(5500);
0x00FD	0x3024      	MOVLW      36
0x00FE	0x1283      	BCF        STATUS, 5
0x00FF	0x1303      	BCF        STATUS, 6
0x0100	0x00FC      	MOVWF      R12
0x0101	0x30B5      	MOVLW      181
0x0102	0x00FD      	MOVWF      R13
L_Delay_5500us5:
0x0103	0x0BFD      	DECFSZ     R13, 1
0x0104	0x2903      	GOTO       L_Delay_5500us5
0x0105	0x0BFC      	DECFSZ     R12, 1
0x0106	0x2903      	GOTO       L_Delay_5500us5
0x0107	0x0000      	NOP
0x0108	0x0000      	NOP
;__Lib_Delays.c,33 :: 		}
0x0109	0x0008      	RETURN
; end of _Delay_5500us
_init_timer:
;code_added.c,689 :: 		void init_timer(){
;code_added.c,690 :: 		OPTION_REG = 0b10000101; //Timer0 interrupts are configured
0x010A	0x3085      	MOVLW      133
0x010B	0x1683      	BSF        STATUS, 5
0x010C	0x1303      	BCF        STATUS, 6
0x010D	0x0081      	MOVWF      OPTION_REG
;code_added.c,691 :: 		INTCON = 0b10100000; //Interrupts are enabled.
0x010E	0x30A0      	MOVLW      160
0x010F	0x008B      	MOVWF      INTCON
;code_added.c,692 :: 		}
0x0110	0x0008      	RETURN
; end of _init_timer
_goStraight_1:
;code_added.c,567 :: 		void goStraight_1(){
;code_added.c,568 :: 		int left=0;
0x0111	0x1283      	BCF        STATUS, 5
0x0112	0x1303      	BCF        STATUS, 6
0x0113	0x01B2      	CLRF       goStraight_1_left_L0
0x0114	0x01B3      	CLRF       goStraight_1_left_L0+1
;code_added.c,569 :: 		int right=0;
0x0115	0x01B4      	CLRF       goStraight_1_right_L0
0x0116	0x01B5      	CLRF       goStraight_1_right_L0+1
;code_added.c,570 :: 		if(TMR0_value>150||TMR1_value>150){
0x0117	0x3080      	MOVLW      128
0x0118	0x00F0      	MOVWF      R0
0x0119	0x3080      	MOVLW      128
0x011A	0x0622      	XORWF      _TMR0_value+1, 0
0x011B	0x0270      	SUBWF      R0, 0
0x011C	0x1D03      	BTFSS      STATUS, 2
0x011D	0x2920      	GOTO       L__goStraight_1628
0x011E	0x0821      	MOVF       _TMR0_value, 0
0x011F	0x3C96      	SUBLW      150
L__goStraight_1628:
0x0120	0x1C03      	BTFSS      STATUS, 0
0x0121	0x292E      	GOTO       L__goStraight_1434
0x0122	0x3080      	MOVLW      128
0x0123	0x00F0      	MOVWF      R0
0x0124	0x3080      	MOVLW      128
0x0125	0x0624      	XORWF      _TMR1_value+1, 0
0x0126	0x0270      	SUBWF      R0, 0
0x0127	0x1D03      	BTFSS      STATUS, 2
0x0128	0x292B      	GOTO       L__goStraight_1629
0x0129	0x0823      	MOVF       _TMR1_value, 0
0x012A	0x3C96      	SUBLW      150
L__goStraight_1629:
0x012B	0x1C03      	BTFSS      STATUS, 0
0x012C	0x292E      	GOTO       L__goStraight_1434
0x012D	0x292F      	GOTO       L_goStraight_1227
L__goStraight_1434:
;code_added.c,571 :: 		initEncoder();
0x012E	0x20F6      	CALL       _initEncoder
;code_added.c,572 :: 		}
L_goStraight_1227:
;code_added.c,573 :: 		moveF();
0x012F	0x20DD      	CALL       _moveF
;code_added.c,575 :: 		if(TMR0_value>=TMR1_value){
0x0130	0x3080      	MOVLW      128
0x0131	0x0622      	XORWF      _TMR0_value+1, 0
0x0132	0x00F0      	MOVWF      R0
0x0133	0x3080      	MOVLW      128
0x0134	0x0624      	XORWF      _TMR1_value+1, 0
0x0135	0x0270      	SUBWF      R0, 0
0x0136	0x1D03      	BTFSS      STATUS, 2
0x0137	0x293A      	GOTO       L__goStraight_1630
0x0138	0x0823      	MOVF       _TMR1_value, 0
0x0139	0x0221      	SUBWF      _TMR0_value, 0
L__goStraight_1630:
0x013A	0x1C03      	BTFSS      STATUS, 0
0x013B	0x295D      	GOTO       L_goStraight_1228
;code_added.c,577 :: 		if(TMR0_value-TMR1_value>=5){
0x013C	0x0823      	MOVF       _TMR1_value, 0
0x013D	0x0221      	SUBWF      _TMR0_value, 0
0x013E	0x00F1      	MOVWF      R1
0x013F	0x0824      	MOVF       _TMR1_value+1, 0
0x0140	0x1C03      	BTFSS      STATUS, 0
0x0141	0x3E01      	ADDLW      1
0x0142	0x0222      	SUBWF      _TMR0_value+1, 0
0x0143	0x00F2      	MOVWF      R1+1
0x0144	0x3080      	MOVLW      128
0x0145	0x0672      	XORWF      R1+1, 0
0x0146	0x00F0      	MOVWF      R0
0x0147	0x3080      	MOVLW      128
0x0148	0x0270      	SUBWF      R0, 0
0x0149	0x1D03      	BTFSS      STATUS, 2
0x014A	0x294D      	GOTO       L__goStraight_1631
0x014B	0x3005      	MOVLW      5
0x014C	0x0271      	SUBWF      R1, 0
L__goStraight_1631:
0x014D	0x1C03      	BTFSS      STATUS, 0
0x014E	0x295C      	GOTO       L_goStraight_1229
;code_added.c,580 :: 		do{
L_goStraight_1230:
;code_added.c,581 :: 		rightT();
0x014F	0x20CA      	CALL       _rightT
;code_added.c,582 :: 		}while(TMR0_value>=TMR1_value);
0x0150	0x3080      	MOVLW      128
0x0151	0x0622      	XORWF      _TMR0_value+1, 0
0x0152	0x00F0      	MOVWF      R0
0x0153	0x3080      	MOVLW      128
0x0154	0x0624      	XORWF      _TMR1_value+1, 0
0x0155	0x0270      	SUBWF      R0, 0
0x0156	0x1D03      	BTFSS      STATUS, 2
0x0157	0x295A      	GOTO       L__goStraight_1632
0x0158	0x0823      	MOVF       _TMR1_value, 0
0x0159	0x0221      	SUBWF      _TMR0_value, 0
L__goStraight_1632:
0x015A	0x1803      	BTFSC      STATUS, 0
0x015B	0x294F      	GOTO       L_goStraight_1230
;code_added.c,583 :: 		}
L_goStraight_1229:
;code_added.c,586 :: 		}else{
0x015C	0x297D      	GOTO       L_goStraight_1233
L_goStraight_1228:
;code_added.c,588 :: 		if(TMR1_value-TMR0_value>=5){
0x015D	0x0821      	MOVF       _TMR0_value, 0
0x015E	0x0223      	SUBWF      _TMR1_value, 0
0x015F	0x00F1      	MOVWF      R1
0x0160	0x0822      	MOVF       _TMR0_value+1, 0
0x0161	0x1C03      	BTFSS      STATUS, 0
0x0162	0x3E01      	ADDLW      1
0x0163	0x0224      	SUBWF      _TMR1_value+1, 0
0x0164	0x00F2      	MOVWF      R1+1
0x0165	0x3080      	MOVLW      128
0x0166	0x0672      	XORWF      R1+1, 0
0x0167	0x00F0      	MOVWF      R0
0x0168	0x3080      	MOVLW      128
0x0169	0x0270      	SUBWF      R0, 0
0x016A	0x1D03      	BTFSS      STATUS, 2
0x016B	0x296E      	GOTO       L__goStraight_1633
0x016C	0x3005      	MOVLW      5
0x016D	0x0271      	SUBWF      R1, 0
L__goStraight_1633:
0x016E	0x1C03      	BTFSS      STATUS, 0
0x016F	0x297D      	GOTO       L_goStraight_1234
;code_added.c,591 :: 		do{
L_goStraight_1235:
;code_added.c,592 :: 		leftT();
0x0170	0x20BD      	CALL       _leftT
;code_added.c,593 :: 		}while(TMR0_value<=TMR1_value);
0x0171	0x3080      	MOVLW      128
0x0172	0x0624      	XORWF      _TMR1_value+1, 0
0x0173	0x00F0      	MOVWF      R0
0x0174	0x3080      	MOVLW      128
0x0175	0x0622      	XORWF      _TMR0_value+1, 0
0x0176	0x0270      	SUBWF      R0, 0
0x0177	0x1D03      	BTFSS      STATUS, 2
0x0178	0x297B      	GOTO       L__goStraight_1634
0x0179	0x0821      	MOVF       _TMR0_value, 0
0x017A	0x0223      	SUBWF      _TMR1_value, 0
L__goStraight_1634:
0x017B	0x1803      	BTFSC      STATUS, 0
0x017C	0x2970      	GOTO       L_goStraight_1235
;code_added.c,594 :: 		}
L_goStraight_1234:
;code_added.c,599 :: 		}
L_goStraight_1233:
;code_added.c,604 :: 		}
0x017D	0x0008      	RETURN
; end of _goStraight_1
_PWM2_Init:
;__Lib_PWM_c21.c,1 :: 		
;__Lib_PWM_c21.c,2 :: 		
;__Lib_PWM_c21.c,3 :: 		
0x017E	0x1283      	BCF        STATUS, 5
0x017F	0x1303      	BCF        STATUS, 6
0x0180	0x019B      	CLRF       CCPR2L
;__Lib_PWM_c21.c,4 :: 		
0x0181	0x121D      	BCF        CCP2CON, 4
;__Lib_PWM_c21.c,5 :: 		
0x0182	0x129D      	BCF        CCP2CON, 5
;__Lib_PWM_c21.c,6 :: 		
0x0183	0x0008      	RETURN
; end of _PWM2_Init
_PWM1_Init:
;__Lib_PWM_c21.c,33 :: 		
;__Lib_PWM_c21.c,34 :: 		
;__Lib_PWM_c21.c,35 :: 		
0x0184	0x1283      	BCF        STATUS, 5
0x0185	0x1303      	BCF        STATUS, 6
0x0186	0x0195      	CLRF       CCPR1L
;__Lib_PWM_c21.c,36 :: 		
0x0187	0x1217      	BCF        CCP1CON, 4
;__Lib_PWM_c21.c,37 :: 		
0x0188	0x1297      	BCF        CCP1CON, 5
;__Lib_PWM_c21.c,38 :: 		
0x0189	0x0008      	RETURN
; end of _PWM1_Init
_PWM2_Start:
;__Lib_PWM_c21.c,19 :: 		
;__Lib_PWM_c21.c,20 :: 		
0x018A	0x1683      	BSF        STATUS, 5
0x018B	0x1303      	BCF        STATUS, 6
0x018C	0x1087      	BCF        TRISC1_bit, 1
;__Lib_PWM_c21.c,21 :: 		
0x018D	0x1283      	BCF        STATUS, 5
0x018E	0x1512      	BSF        T2CON, 2
;__Lib_PWM_c21.c,22 :: 		
0x018F	0x300C      	MOVLW      12
0x0190	0x049D      	IORWF      CCP2CON, 1
;__Lib_PWM_c21.c,23 :: 		
0x0191	0x0008      	RETURN
; end of _PWM2_Start
___CC2DW:
;__Lib_System.c,24 :: 		
;__Lib_System.c,27 :: 		
_CC2D_Loop1:
;__Lib_System.c,29 :: 		
0x0192	0x20E8      	CALL       _____DoICP
0x0193	0x118A      	BCF        PCLATH, 3
0x0194	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,31 :: 		
0x0195	0x0080      	MOVWF      INDF
;__Lib_System.c,32 :: 		
0x0196	0x0A84      	INCF       FSR, 1
;__Lib_System.c,33 :: 		
0x0197	0x0AAE      	INCF       ___DoICPAddr, 1
;__Lib_System.c,35 :: 		
0x0198	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,36 :: 		
0x0199	0x0AAF      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,37 :: 		
0x019A	0x03F0      	DECF       R0, 1
;__Lib_System.c,39 :: 		
0x019B	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,40 :: 		
0x019C	0x2992      	GOTO       _CC2D_Loop1
;__Lib_System.c,42 :: 		
0x019D	0x0008      	RETURN
; end of ___CC2DW
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x019E	0x1283      	BCF        STATUS, 5
0x019F	0x1303      	BCF        STATUS, 6
